accident_reference,year,slightsevere,sex_of_casualty,age_band_of_casualty,under21,over65,casualty_home_area_type,casualty_imd_decile,casualty_depdecile,number_of_vehicles,number_of_casualties,road_type,speed_limit,at_junction,light_conditions,weather_effect,road_wetness,special_conditions,trunk_road_flag,bike_movement,restricted_lane,hit_object_in_carriageway,hit_object_off_carriageway,hit_object,first_point_of_impact,date,time,day_of_week,local_authority_district,local_authority_ons_district,urban_or_rural_area,latitude,longitude,lsoa_of_accident_location,Mean_age,Median_age,total_car_hh,no_car_hh,X1_car_hh,X2_car_hh,X3_car_hh,X16_74_all,X16_74_2km,X16_74_2_5km,X16_74_5_10km,X16_74_10_20km,X16_74_20_30km,X16_74_30_40km,X16_74_40_60km,X16_74_60km,X16_74_home_based,X16_74_other,density._persons,usual_residents_persons,land_area,hh_size_mean,hh_size_1,hh_size_2,hh_size_3,hh_size_4,hh_size_5,hh_size_6,hh_size_7,trans_mode_home,trans_mode_tram,trans_mode_rail,trans_mode_bus,trans_mode_taxi,trans_mode_scooter,trans_mode_car,trans_mode_psgr_car,trans_mode_bike,trans_mode_walk,trans_mode_other,cycling_lane_km,cycling_lane_km_norm,tram_rail_count,bus_count,bike_theft_reports,road_length,severance_km
06J178471,2020,Severe/Fatal,Male,16 - 20,1,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lights lit,0,1,0,Non-trunk,1,1,1,1,Both,1,2020-12-14,22:00:00,Monday,Stockport,E08000007,Urban,53.426885,-2.132423,E01005753,36.72717332,34,690,244,304,116,26,672,83,145,123,66,6,1,4,3,129,112,60.98208361,1838,30.14,195,202,134,102,35,14,6,2,129,1,9,75,7,0,321,42,18,61,5,0.606459195,2.04e-6,1,21,6,2726.40122,1.178829164
06J269918,2020,Severe/Fatal,Male,56 - 65,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-03-15,14:30:00,Sunday,Stockport,E08000007,Urban,53.423145,-2.168316,E01005916,37.86412023,36,724,171,361,161,31,848,96,102,174,63,10,3,6,8,284,102,41.49100257,1614,38.9,240,269,107,67,32,5,1,3,284,0,13,75,5,5,352,29,20,56,11,0.531245734,1.36e-6,0,11,14,3713.229782,1.95052741
06J270855,2020,Severe/Fatal,Male,46 - 55,0,0,Urban area,More deprived 30-40%,4,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-04-09,09:38:00,Thursday,Stockport,E08000007,Urban,53.396031,-2.111243,E01005835,44.04545455,49,580,39,218,228,95,707,43,115,104,98,10,6,12,4,234,81,8.434756282,1393,165.15,151,218,96,78,24,8,2,1,234,0,4,12,3,0,397,29,7,13,7,1.117741162,6.72e-7,0,18,0,7116.19963,3.730476207
06J273484,2020,Severe/Fatal,Male,26 - 35,0,0,Urban area,Less deprived 20-30%,8,3,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-07-23,11:10:00,Thursday,Stockport,E08000007,Urban,53.395679,-2.153575,E01005797,36.86182833,36,677,193,360,107,17,786,97,148,79,63,14,3,4,3,292,83,74.97348887,1414,18.86,240,245,118,62,11,3,0,1,292,1,17,52,6,1,304,25,19,67,2,0.843361435,4.53e-6,0,6,5,3410.666663,1.17434116
06J276023,2020,Slight,Male,16 - 20,1,0,Urban area,Less deprived 40-50%,6,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-09-29,20:26:00,Tuesday,Stockport,E08000007,Urban,53.395756,-2.070985,E01005882,46.60088692,51,493,35,188,191,79,535,29,44,70,67,9,2,3,4,254,53,11.42754791,1276,111.66,101,199,75,98,19,4,0,0,254,0,10,6,2,0,222,12,7,19,4,2.241806771,2.01e-6,0,7,2,2278.620345,2.089193656
06J276285,2020,Slight,Female,26 - 35,0,0,Urban area,Less deprived 40-50%,6,2,1,Single carriageway,30,0,Darkness - lights lit,1,1,0,Non-trunk,1,1,1,1,Both,4,2020-10-09,20:45:00,Friday,Stockport,E08000007,Urban,53.386178,-2.130538,E01005801,36.54923305,36,895,183,394,277,41,1191,218,142,121,141,13,10,6,8,408,124,28.41956967,2219,78.08,251,257,193,147,34,10,3,0,408,2,27,43,4,3,488,32,15,172,5,0.955063241,1.23e-6,0,11,24,6248.939939,2.123686005
06J277704,2020,Severe/Fatal,Male,56 - 65,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-10-01,18:53:00,Thursday,Stockport,E08000007,Urban,53.393744,-2.017478,E01005908,45.06438026,49,638,27,212,270,129,790,21,43,81,113,19,4,7,10,429,63,1.645728014,1644,998.95,123,251,102,120,28,6,4,0,429,0,17,5,0,1,308,12,8,11,3,9.134656757,9.14e-7,0,28,0,7089.166288,5.523711853
06J279108,2020,Severe/Fatal,Male,11 - 15,1,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,0,2020-11-10,07:40:00,Tuesday,Stockport,E08000007,Urban,53.416857,-2.120596,E01005743,44.61988304,49,568,80,249,181,58,622,45,121,85,74,8,5,5,5,175,99,29.59349593,1274,43.05,168,210,96,73,17,2,1,0,175,2,8,10,4,3,357,25,5,29,2,0.91809014,2.15e-6,0,8,0,5697.695018,2.451417281
06J370157,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-03-22,16:11:00,Sunday,Stockport,E08000007,Urban,53.390944,-2.239148,E01005775,43.38662614,44,643,74,260,243,66,806,57,90,125,77,21,4,7,7,346,72,38.04844607,1665,43.76,171,197,108,121,31,7,3,5,346,0,10,9,4,0,361,20,6,40,8,0.316941949,7.28e-7,0,6,5,3382.4356,0.928221084
06J371205,2020,Slight,Female,36 - 45,0,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-13,14:30:00,Wednesday,Stockport,E08000007,Urban,53.359189,-2.193712,E01005795,42.90824981,45,530,43,195,217,75,652,44,78,78,86,14,10,7,7,263,65,33.96367256,1365,40.19,113,185,97,98,29,5,2,2,263,1,8,7,2,3,325,12,8,19,7,0,0,0,5,2,3039.024762,0.659604521
06J371457,2020,Severe/Fatal,Male,36 - 45,0,0,Urban area,Less deprived 40-50%,6,1,1,Single carriageway,40,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-24,11:57:00,Sunday,Stockport,E08000007,Rural,53.333793,-2.184828,E01005926,44.06598985,47,858,28,269,419,142,1207,25,95,180,160,30,15,7,18,594,83,3.892834199,2242,575.93,157,315,164,181,30,9,1,1,594,3,7,8,1,0,529,31,7,9,12,0,0,0,21,2,16323.09168,4.659610079
06J372150,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 40-50%,6,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-06-21,15:26:00,Sunday,Stockport,E08000007,Rural,53.380333,-2.218357,E01005784,42.92239011,45,547,40,184,254,69,644,39,74,90,63,11,5,10,9,282,61,13.96914446,1494,106.95,105,189,88,109,41,10,3,3,282,1,6,7,2,1,293,14,14,15,8,1.464053494,1.36e-6,0,15,16,14224.95709,2.196719833
06J372234,2020,Slight,Male,16 - 20,1,0,Urban area,More deprived 10-20%,2,2,1,Slip road,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-06-08,17:30:00,Monday,Stockport,E08000007,Urban,53.388123,-2.188295,E01005781,40.01348039,39,905,380,381,119,25,745,101,139,80,76,3,4,8,7,206,121,35.94530063,1656,46.07,493,206,108,74,16,6,1,1,206,2,6,39,8,6,334,36,18,83,4,0.703174781,1.54e-6,0,5,11,3975.236693,1.173139514
06J372422,2020,Slight,Male,46 - 55,0,0,Urban area,Less deprived 40-50%,6,2,1,Roundabout,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-06-28,12:21:00,Sunday,Stockport,E08000007,Rural,53.38036,-2.218402,E01005784,42.92239011,45,547,40,184,254,69,644,39,74,90,63,11,5,10,9,282,61,13.96914446,1494,106.95,105,189,88,109,41,10,3,3,282,1,6,7,2,1,293,14,14,15,8,1.464053494,1.36e-6,0,15,16,14224.95709,2.196719833
06J372442,2020,Severe/Fatal,Male,46 - 55,0,0,Urban area,Least deprived 10%,10,2,1,Roundabout,30,0,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,4,2020-06-18,18:10:00,Thursday,Stockport,E08000007,Urban,53.342413,-2.159843,E01005926,44.06598985,47,858,28,269,419,142,1207,25,95,180,160,30,15,7,18,594,83,3.892834199,2242,575.93,157,315,164,181,30,9,1,1,594,3,7,8,1,0,529,31,7,9,12,0,0,0,21,2,16323.09168,4.659610079
06J372561,2020,Slight,Female,46 - 55,0,0,Urban area,Less deprived 20-30%,8,2,1,Roundabout,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-25,13:15:00,Monday,Stockport,E08000007,Urban,53.372587,-2.146143,E01005813,44.50492264,49,598,46,246,242,64,637,61,89,78,64,13,2,4,5,256,65,28.11534501,1365,48.55,172,226,91,87,15,4,2,0,256,0,9,10,1,0,314,18,7,22,9,0.161848177,3.29e-7,0,12,2,2987.646309,1.84812103
06J372795,2020,Slight,Male,46 - 55,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-07-11,11:32:00,Saturday,Stockport,E08000007,Urban,53.37115,-2.22596,E01005845,41.88882247,43,611,72,229,229,81,735,45,112,113,84,18,3,5,5,264,86,44.92950108,1657,36.88,143,199,97,106,43,16,3,7,264,6,8,7,2,2,383,29,7,19,7,1.067321879,2.87e-6,0,10,11,4004.063872,1.103838114
06J373879,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-08-13,12:55:00,Thursday,Stockport,E08000007,Urban,53.370322,-2.216787,E01005846,39.30411449,40,618,63,248,234,73,789,61,78,128,92,17,2,8,5,264,134,44.08436214,1714,38.88,154,175,104,95,46,24,12,9,264,0,13,15,5,1,413,25,6,41,8,0.282596974,7.17e-7,0,9,5,8783.534432,1.708044762
06J374678,2020,Severe/Fatal,Male,11 - 15,1,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-08-24,17:23:00,Monday,Stockport,E08000007,Urban,53.397379,-2.200548,E01005778,42.0399729,43,603,90,272,193,48,762,71,122,116,68,12,2,4,4,279,84,43.12404288,1408,32.65,166,222,116,77,20,4,1,0,279,5,4,26,4,3,354,26,9,50,6,0.70612792,2.19e-6,0,5,6,4022.700335,1.039242642
06K168901,2020,Slight,Male,66 - 75,0,1,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,4,2020-02-15,12:00:00,Saturday,Bolton,E08000001,Urban,53.574752,-2.440432,E01004849,31.55711775,30,498,167,229,80,22,518,117,59,46,60,33,4,0,14,90,95,60.99965998,1794,29.41,92,110,63,77,76,30,24,28,90,1,9,36,23,0,238,37,1,69,14,0.389452229,1.32e-6,0,9,16,6767.892546,1.866336344
06K172126,2020,Slight,Male,56 - 65,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,40,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-06-20,10:00:00,Saturday,Bolton,E08000001,Rural,53.630478,-2.383565,E01004789,46.90513001,52,608,47,222,255,84,710,39,115,91,87,24,3,7,3,252,89,2.563333569,1453,566.84,139,247,101,96,19,5,2,0,252,0,4,7,5,2,392,23,1,19,4,0.666645146,1.18e-7,0,42,0,17499.47769,4.680406709
06K173011,2020,Slight,Male,36 - 45,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-07-11,10:00:00,Saturday,Bolton,E08000001,Urban,53.570909,-2.451491,E01004827,32.23676171,32,671,259,308,80,24,622,142,113,59,64,31,2,1,6,82,122,124.6086412,1990,15.97,190,149,94,100,72,32,19,15,82,0,4,51,18,1,305,56,4,90,10,0,0,0,4,6,3455.029481,0.384568853
06K173253,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Daylight,1,0,0,Non-trunk,1,1,1,1,Both,1,2020-07-10,09:40:00,Friday,Bolton,E08000001,Urban,53.574736,-2.434905,E01004848,37.41883304,33,779,458,263,43,15,636,164,84,77,90,25,5,1,4,101,85,23.96239395,2090,87.22,404,161,77,56,31,27,14,11,101,0,34,60,23,1,231,43,20,113,10,3.87064219,4.41e-6,1,96,64,13337.0054,6.750953205
06K173733,2020,Severe/Fatal,Male,46 - 55,0,0,Urban area,Less deprived 20-30%,8,2,1,Dual carriageway,40,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-07-30,09:20:00,Thursday,Bolton,E08000001,Urban,53.580891,-2.527149,E01004781,37.91752577,38,954,153,467,276,58,1158,150,68,206,125,82,17,9,13,364,124,7.806324111,2133,273.24,306,327,156,129,24,8,1,0,364,1,19,25,8,5,583,45,5,94,8,5.582448301,2.04e-6,0,19,13,9007.455858,4.49975795
06K175336,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 10-20%,2,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-09-18,12:10:00,Friday,Bolton,E08000001,Urban,53.574718,-2.434874,E01004848,37.41883304,33,779,458,263,43,15,636,164,84,77,90,25,5,1,4,101,85,23.96239395,2090,87.22,404,161,77,56,31,27,14,11,101,0,34,60,23,1,231,43,20,113,10,3.87064219,4.41e-6,1,96,64,13337.0054,6.750953205
06K177111,2020,Slight,Female,36 - 45,0,0,Urban area,Most deprived 10%,1,1,1,Single carriageway,20,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-11-11,09:10:00,Wednesday,Bolton,E08000001,Urban,53.590277,-2.447165,E01004867,35.03416718,34,592,174,297,96,25,594,122,107,55,64,29,6,0,4,96,111,85.12623491,1551,18.22,176,152,111,81,39,18,12,3,96,0,10,45,8,4,320,36,3,62,11,0,0,0,6,0,3878.511226,0
06K267201,2020,Severe/Fatal,Male,56 - 65,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-01-10,15:25:00,Friday,Bolton,E08000001,Urban,53.579946,-2.459819,E01004845,39.5572306,40,716,100,295,237,84,873,96,161,89,86,49,7,1,11,288,85,36.77799607,1872,50.9,199,212,110,113,52,17,10,4,288,0,14,18,16,0,468,22,4,32,9,1.191574521,2.32e-6,0,10,3,8234.283161,1.114528818
06K270329,2020,Slight,Male,36 - 45,0,0,Small town,More deprived 40-50%,5,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-03-25,09:53:00,Wednesday,Bolton,E08000001,Urban,53.583412,-2.421852,E01033220,34.03192848,33,736,430,247,51,8,469,102,50,63,65,20,4,1,9,68,87,14.27019983,1314,92.08,441,161,60,31,23,9,5,5,68,0,25,55,16,3,189,26,8,68,10,3.388058386,3.69e-6,0,24,8,10729.17752,6.765796551
06K270356,2020,Severe/Fatal,Male,6 - 10,1,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,1,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-03-06,18:30:00,Friday,Bolton,E08000001,Urban,53.572763,-2.394866,E01004801,33.69785009,33,664,249,295,100,20,572,71,160,66,58,13,2,2,5,89,106,31.94046938,1674,52.41,196,189,129,84,40,15,6,5,89,1,4,37,33,1,297,41,10,46,12,2.329340489,4.42e-6,0,6,6,4567.165306,0.849243404
06K271031,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-01,15:35:00,Friday,Bolton,E08000001,Urban,53.599629,-2.545757,E01004890,42.98992081,44,683,163,306,178,36,695,74,58,145,75,37,13,1,7,177,108,44.80856587,1381,30.82,268,237,97,61,16,3,0,0,177,0,6,36,10,1,376,27,3,59,3,0.231732748,7.46e-7,0,15,1,4925.536906,1.184690713
06K271124,2020,Slight,Male,56 - 65,0,0,Urban area,More deprived 40-50%,5,2,2,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-04-03,13:40:00,Friday,Bolton,E08000001,Urban,53.599646,-2.545802,E01004890,42.98992081,44,683,163,306,178,36,695,74,58,145,75,37,13,1,7,177,108,44.80856587,1381,30.82,268,237,97,61,16,3,0,0,177,0,6,36,10,1,376,27,3,59,3,0.231732748,7.46e-7,0,15,1,4925.536906,1.184690713
06K272577,2020,Slight,Male,11 - 15,1,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-30,19:20:00,Saturday,Bolton,E08000001,Urban,53.602366,-2.393601,E01004786,47.11893033,51,686,113,299,218,56,681,38,135,95,96,25,5,2,5,162,118,16.55629139,1450,87.58,229,266,97,74,18,2,0,0,162,3,6,13,3,2,417,37,6,22,10,1.83824044,2.1e-6,0,6,1,2884.646365,0.935672643
06K272799,2020,Slight,Male,56 - 65,0,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-06-25,20:45:00,Thursday,Bolton,E08000001,Urban,53.593011,-2.483741,E01004840,41.96871166,45,722,103,311,234,74,765,29,159,87,97,33,9,5,2,253,91,4.152017412,1736,418.11,212,272,93,92,33,14,1,5,253,0,7,23,6,3,403,39,6,16,9,4.547097875,1.09e-6,0,23,3,14316.32252,4.074199375
06K273046,2020,Severe/Fatal,Male,26 - 35,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,60,1,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,1,2020-07-15,13:50:00,Wednesday,Bolton,E08000001,Rural,53.598797,-2.593767,E01004780,40.42677824,42,978,101,416,360,101,1192,73,109,173,173,76,19,5,12,382,170,3.665785468,2288,624.15,267,350,192,125,38,7,1,0,382,0,15,14,11,4,670,40,6,41,10,5.092545477,8.18e-7,1,30,1,18462.41317,14.08133513
06K274038,2020,Slight,Male,26 - 35,0,0,Small town,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-08-09,12:30:00,Sunday,Bolton,E08000001,Urban,53.598841,-2.535094,E01004884,50.42402827,56,696,60,256,292,88,664,29,24,142,61,36,15,2,6,252,97,2.592885375,1476,569.25,201,319,97,57,15,6,1,0,252,0,4,7,3,1,348,19,2,18,10,8.007778584,1.41e-6,0,12,0,8900.725912,2.991516922
06K274267,2020,Slight,Male,11 - 15,1,0,Urban area,More deprived 30-40%,4,3,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-08-21,19:40:00,Friday,Bolton,E08000001,Urban,53.588083,-2.466146,E01004919,42.92066667,45,648,97,304,206,41,708,48,162,52,75,40,6,2,8,217,98,37.78167251,1509,39.94,188,244,93,76,36,7,0,1,217,0,7,16,9,2,386,24,6,35,6,0.925910022,2.3e-6,0,13,0,8587.272996,0.84167243
06K274917,2020,Severe/Fatal,Male,36 - 45,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-09-14,12:45:00,Monday,Bolton,E08000001,Urban,53.592581,-2.54204,E01004781,37.91752577,38,954,153,467,276,58,1158,150,68,206,125,82,17,9,13,364,124,7.806324111,2133,273.24,306,327,156,129,24,8,1,0,364,1,19,25,8,5,583,45,5,94,8,5.582448301,2.04e-6,0,19,13,9007.455858,4.49975795
06K275575,2020,Slight,Male,66 - 75,0,1,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-09-16,10:30:00,Wednesday,Bolton,E08000001,Urban,53.592173,-2.536732,E01004883,40.07250163,41,795,149,355,234,57,967,124,54,165,87,57,12,6,14,301,147,36.46912557,1760,48.26,232,308,132,101,15,5,1,0,301,1,4,31,9,2,485,45,4,77,10,0.547516717,1.13e-6,0,9,1,1806.758538,0.681498151
06K277766,2020,Slight,Female,46 - 55,0,0,Urban area,More deprived 30-40%,4,2,1,Dual carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-12-01,17:50:00,Tuesday,Bolton,E08000001,Urban,53.581173,-2.387529,E01004796,40.72960822,41,669,151,271,200,47,746,65,180,92,90,14,2,2,7,163,131,30.88984712,1576,51.02,208,203,131,87,31,7,1,2,163,3,2,38,12,1,414,34,6,56,16,1.412956499,2.77e-6,0,14,4,5244.303453,1.201573865
06K278145,2020,Severe/Fatal,Male,66 - 75,0,1,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lights lit,1,1,0,Non-trunk,1,1,1,1,Both,1,2020-11-29,15:49:00,Sunday,Bolton,E08000001,Urban,53.593011,-2.483726,E01004840,41.96871166,45,722,103,311,234,74,765,29,159,87,97,33,9,5,2,253,91,4.152017412,1736,418.11,212,272,93,92,33,14,1,5,253,0,7,23,6,3,403,39,6,16,9,4.547097875,1.09e-6,0,23,3,14316.32252,4.074199375
06K366738,2020,Slight,Male,36 - 45,0,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-01-03,12:00:00,Friday,Bolton,E08000001,Urban,53.567227,-2.464664,E01004838,33.55608974,32,652,238,286,99,29,620,95,165,52,56,24,5,0,3,102,118,24.9070632,2010,80.7,181,159,87,82,61,43,26,13,102,0,10,43,21,1,312,57,6,60,8,2.003841918,2.49e-6,0,14,6,9242.205273,3.000822055
06K369032,2020,Slight,Male,56 - 65,0,0,Urban area,More deprived 20-30%,3,2,1,Roundabout,40,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-02-06,15:30:00,Thursday,Bolton,E08000001,Rural,53.550992,-2.498734,E01004891,47.13235294,51,741,124,334,215,68,735,43,91,164,73,47,5,2,8,196,106,14.15831571,1540,108.77,267,270,98,83,16,4,0,0,196,0,6,11,6,0,451,28,2,29,4,0.697522403,6.38e-7,0,9,0,10038.00434,3.581083399
06K372333,2020,Slight,Female,6 - 10,1,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-06-25,20:00:00,Thursday,Bolton,E08000001,Urban,53.533942,-2.529765,E01004933,41.5320959,45,575,70,259,181,65,726,28,78,172,90,39,4,4,5,181,125,17.17422559,1314,76.51,161,207,115,71,14,3,1,1,181,0,5,13,7,3,432,53,6,20,8,0.142484558,1.87e-7,0,14,0,3915.328511,0.290448878
06K373954,2020,Slight,Male,21 - 25,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-07-31,12:30:00,Friday,Bolton,E08000001,Urban,53.548858,-2.425161,E01004875,39.36148238,39,654,141,287,194,32,714,133,118,78,73,28,5,5,4,157,113,31.58591976,1669,52.84,160,219,119,100,34,14,5,2,157,1,6,26,22,3,363,34,4,90,7,0.344084746,6.47e-7,0,14,2,6324.058824,1.560993681
06K374613,2020,Slight,Male,46 - 55,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,40,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-09-05,11:10:00,Saturday,Bolton,E08000001,Urban,53.547912,-2.469252,E01004892,48.49585195,51,708,96,292,244,76,686,18,117,93,90,20,3,3,6,228,108,4.569379374,1580,345.78,216,276,103,81,21,10,2,0,228,1,3,6,1,1,388,28,3,17,9,0.445594928,1.29e-7,0,21,1,7560.253093,4.269163039
06K374948,2020,Slight,Male,11 - 15,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,1,Darkness - lights lit,0,1,0,Non-trunk,1,1,1,1,Both,2,2020-09-06,20:30:00,Sunday,Bolton,E08000001,Urban,53.547959,-2.399088,E01004859,45.15477707,46,698,337,256,80,25,507,64,126,55,52,13,5,2,2,81,107,44.19014085,1506,34.08,349,169,78,56,27,13,3,2,81,0,5,46,16,5,235,32,6,74,9,0.842905887,2.44e-6,1,31,22,5017.450111,1.059828106
06K376777,2020,Slight,Male,16 - 20,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-10-30,17:30:00,Friday,Bolton,E08000001,Urban,53.561627,-2.363255,E01004916,42.35252809,44,675,198,286,152,39,648,48,130,112,66,27,9,3,10,125,118,33.9819319,1467,43.17,246,215,111,78,22,3,2,1,125,6,2,34,7,2,381,32,5,42,7,0.71718254,1.67e-6,0,13,2,3538.618271,0.804687797
06L167559,2020,Slight,Male,46 - 55,0,0,Urban area,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,2,2020-01-26,14:15:00,Sunday,Wigan,E08000010,Urban,53.544501,-2.607494,E01006307,39.35615491,39,607,179,247,137,44,640,138,86,87,65,34,7,2,8,93,120,33.13238486,1374,41.47,204,193,109,74,22,7,2,0,93,0,2,21,7,6,383,41,9,74,1,0.695316944,1.71e-6,0,12,10,4032.789642,1.458266493
06L167968,2020,Severe/Fatal,Male,11 - 15,1,0,Urban area,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-01-31,08:30:00,Friday,Wigan,E08000010,Urban,53.520571,-2.647258,E01006410,44.83508246,49,534,55,219,184,76,623,57,127,61,58,35,11,2,4,153,115,20.23222523,1272,62.87,121,213,105,76,14,5,1,0,153,0,5,10,3,0,385,28,4,30,9,0,0,0,8,3,1954.209613,0.820933696
06L168652,2020,Slight,Male,36 - 45,0,0,Urban area,Most deprived 10%,1,2,1,Roundabout,30,0,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,4,2020-02-15,13:20:00,Saturday,Wigan,E08000010,Urban,53.560737,-2.634494,E01006373,43.7819398,46,630,80,281,215,54,706,126,68,54,88,49,8,1,4,213,95,53.65943362,1459,27.19,170,244,111,83,22,3,0,0,213,0,9,12,1,1,366,20,4,78,3,1.260196516,4.62e-6,0,10,1,2368.545139,1.189693793
06L170173,2020,Severe/Fatal,Male,16 - 20,1,0,Urban area,Least deprived 10%,10,2,1,Dual carriageway,60,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-03-25,14:53:00,Wednesday,Wigan,E08000010,Rural,53.474026,-2.527179,E01006301,42.49967084,46,587,39,191,259,98,725,76,51,73,131,32,11,6,7,238,100,10.96659769,1484,135.32,107,243,93,117,25,2,1,0,238,0,0,8,0,1,423,19,3,24,7,0.027075899,2.01e-8,0,3,0,16444.49592,1.779989343
